Sale_ID,Sale Date,Store_ID,City_ID
1757,1/22/2022,O,Bataan
1758,1/27/2022,O,Cavite
1759,1/27/2022,O,Cavite
1760,1/19/2022,O,Masbate
1761,1/21/2022,O,Pampanga
1762,1/21/2022,O,Metro Manila
1763,1/20/2022,O,Metro Manila
1764,1/18/2022,O,Lanao Del Norte
1765,1/18/2022,O,Lanao Del Norte
1766,1/27/2022,O,Metro Manila
1767,1/20/2022,O,Batangas
1768,1/23/2022,O,Metro Manila
1769,1/21/2022,O,Laguna
1770,1/28/2022,O,Metro Manila
1771,1/26/2022,O,Lanao Del Norte
1772,1/27/2022,O,Nueva Ecija
1773,1/27/2022,O,Nueva Ecija
1774,1/25/2022,O,Batangas
1775,1/23/2022,O,Metro Manila
1776,1/28/2022,O,Metro Manila
1777,1/27/2022,O,Rizal
1778,1/25/2022,O,Metro Manila
1779,1/27/2022,O,Laguna
1780,1/27/2022,O,Pangasinan
1781,1/27/2022,O,Pangasinan
1782,1/30/2022,O,Cavite
1783,1/25/2022,O,Pampanga
1784,1/22/2022,O,Masbate
1785,1/22/2022,O,Masbate
1786,1/26/2022,O,Benguet
1787,1/30/2022,O,Cavite
1788,1/30/2022,O,Cavite
1789,1/29/2022,O,Cavite
1790,1/29/2022,O,Cavite
1791,1/26/2022,O,Rizal
1792,1/29/2022,O,Tarlac
1793,1/29/2022,O,Tarlac
1794,1/21/2022,O,Negros Occidental
1795,1/21/2022,O,Negros Occidental
1796,1/25/2022,O,Zamboanga Del Sur
1797,1/25/2022,O,Zamboanga Del Sur
1798,1/29/2022,O,Metro Manila
1799,1/30/2022,O,Cavite
1800,1/27/2022,O,Davao Del Sur
1801,1/29/2022,O,Pampanga
1802,1/30/2022,O,Cavite
1803,1/30/2022,O,Nueva Ecija
1804,1/30/2022,O,Nueva Ecija
1805,1/21/2022,O,Iloilo
1806,1/29/2022,O,Batangas
1807,1/30/2022,O,Bulacan
1808,1/25/2022,O,Aklan
1809,1/24/2022,O,Metro Manila
1810,1/26/2022,O,Bulacan
1811,1/25/2022,O,Metro Manila
1812,1/31/2022,O,Metro Manila
1813,1/31/2022,O,Metro Manila
1814,1/31/2022,O,Metro Manila
1815,1/31/2022,O,Metro Manila
1816,1/28/2022,O,Iloilo
1817,1/28/2022,O,Iloilo
1818,1/28/2022,O,Iloilo
1819,1/24/2022,O,Quezon
1820,1/21/2022,O,Davao Del Norte
1821,1/23/2022,O,Zamboanga Del Sur
1822,1/23/2022,O,Zamboanga Del Sur
1823,1/30/2022,O,Metro Manila
1824,1/25/2022,O,Pangasinan
1825,1/31/2022,O,Metro Manila
1826,1/29/2022,O,Cavite
1827,1/29/2022,O,Cavite
1828,1/29/2022,O,Cavite
1829,1/12/2022,O,Maguindanao
1830,1/30/2022,O,Capiz
1831,1/31/2022,O,Iloilo
1832,1/31/2022,O,Iloilo
1833,1/31/2022,O,Laguna
1834,1/29/2022,O,Davao Del Sur
1835,1/29/2022,O,Davao Del Sur
1836,1/31/2022,O,Zambales
1837,1/31/2022,O,Zambales
1838,1/28/2022,O,Metro Manila
1839,1/28/2022,O,Tarlac
1840,1/29/2022,O,Pangasinan
1841,1/29/2022,O,Pangasinan
1842,1/24/2022,O,Davao Del Sur
1843,1/29/2022,O,Batangas
1844,1/31/2022,O,Benguet
1845,1/30/2022,O,Tarlac
1846,1/31/2022,O,Surigao Del Norte
1847,1/27/2022,O,Misamis Oriental
1848,1/27/2022,O,Misamis Oriental
1849,1/30/2022,O,Cavite
1850,1/30/2022,O,Batangas
1851,1/30/2022,O,Batangas
1852,1/30/2022,O,Zamboanga Del Sur
1853,1/28/2022,O,Agusan Del Sur
1854,1/28/2022,O,Leyte
1855,2/1/2022,O,Metro Manila
1856,2/1/2022,O,Bulacan
1857,2/1/2022,O,Quezon
1858,2/1/2022,O,Quezon
1859,2/1/2022,O,Laguna
1860,2/1/2022,O,Laguna
1861,2/2/2022,O,Batangas
1862,2/3/2022,O,Metro Manila
1863,2/1/2022,O,Metro Manila
1864,2/1/2022,O,Metro Manila
1865,2/2/2022,O,La Union
1866,2/2/2022,O,Pampanga
1867,2/2/2022,O,Metro Manila
1868,2/2/2022,O,Metro Manila
1869,2/2/2022,O,Batangas
1870,2/1/2022,O,Cavite
1871,2/2/2022,O,Metro Manila
1872,2/2/2022,O,Ilocos Norte
1873,2/3/2022,O,Ilocos Norte
1874,2/1/2022,O,Bulacan
1875,2/4/2022,O,Pampanga
1876,2/4/2022,O,Pampanga
1877,2/4/2022,O,Batangas
1878,2/4/2022,O,Batangas
1879,2/2/2022,O,Nueva Ecija
1880,2/2/2022,O,Nueva Ecija
1881,2/2/2022,O,Batangas
1882,2/2/2022,O,Benguet
1883,2/4/2022,O,Quirino
1884,2/7/2022,O,Laguna
1885,2/5/2022,O,Metro Manila
1886,2/5/2022,O,Metro Manila
1887,2/4/2022,O,Bulacan
1888,2/6/2022,O,Metro Manila
1889,2/2/2022,O,Iloilo
1890,2/1/2022,O,Metro Manila
1891,2/1/2022,O,Metro Manila
1892,2/1/2022,O,Rizal
1893,2/1/2022,O,Metro Manila
1894,2/1/2022,O,Metro Manila
1895,2/1/2022,O,Pampanga
1896,2/2/2022,O,Zamboanga Del Sur
1897,2/2/2022,O,Zamboanga Del Sur
1898,2/2/2022,O,Zamboanga Del Sur
1899,2/2/2022,O,Zamboanga Del Sur
1900,2/2/2022,O,Zamboanga Del Sur
1901,2/6/2022,O,Metro Manila
1902,2/6/2022,O,Cavite
1903,2/2/2022,O,Metro Manila
1904,2/2/2022,O,Rizal
1905,2/2/2022,O,Rizal
1906,2/1/2022,O,Occidental Mindoro
1907,2/1/2022,O,Occidental Mindoro
1908,2/1/2022,O,Batangas
1909,2/7/2022,O,Bulacan
1910,2/2/2022,O,Nueva Ecija
1911,2/2/2022,O,Davao Del Norte
1912,2/7/2022,O,Pampanga
1913,2/5/2022,O,Negros Occidental
1914,2/2/2022,O,Metro Manila
1915,2/2/2022,O,Bulacan
1916,2/3/2022,O,Pampanga
1917,2/2/2022,O,Bulacan
1918,2/3/2022,O,Nueva Ecija
1919,2/7/2022,O,Rizal
1920,2/7/2022,O,Rizal
1921,2/10/2022,O,Metro Manila
1922,2/3/2022,O,Metro Manila
1923,2/7/2022,O,Laguna
1924,2/7/2022,O,Laguna
1925,2/7/2022,O,Laguna
1926,2/8/2022,O,Oriental Mindoro
1927,2/8/2022,O,Oriental Mindoro
1928,2/3/2022,O,South Cotabato
1929,2/7/2022,O,Iloilo
1930,2/9/2022,O,Cavite
1931,2/4/2022,O,Metro Manila
1932,2/2/2022,O,Cagayan
1933,2/8/2022,O,Metro Manila
1934,2/11/2022,O,Bulacan
1935,2/11/2022,O,Bulacan
1936,2/8/2022,O,Metro Manila
1937,2/9/2022,O,Metro Manila
1938,2/9/2022,O,Metro Manila
1939,2/9/2022,O,Metro Manila
1940,2/9/2022,O,Metro Manila
1941,2/9/2022,O,Cavite
1942,2/9/2022,O,Rizal
1943,2/9/2022,O,Rizal
1944,2/2/2022,O,Kalinga
1945,2/4/2022,O,Bataan
1946,2/4/2022,O,Bataan
1947,2/6/2022,O,Pangasinan
1948,2/9/2022,O,Metro Manila
1949,2/11/2022,O,Bulacan
1950,2/11/2022,O,Metro Manila
1951,2/9/2022,O,Bulacan
1952,2/9/2022,O,Bulacan
1953,2/1/2022,O,Iloilo
1954,2/1/2022,O,Iloilo
1955,2/1/2022,O,Iloilo
1956,2/1/2022,O,Iloilo
1957,2/12/2022,O,Rizal
1958,2/12/2022,O,Rizal
1959,2/6/2022,O,Cebu
1960,2/11/2022,O,Nueva Vizcaya
1961,2/3/2022,O,Leyte
1962,2/3/2022,O,Leyte
1963,2/3/2022,O,Leyte
1964,2/13/2022,O,Laguna
1965,2/13/2022,O,Laguna
1966,2/12/2022,O,Pampanga
1967,2/3/2022,O,Misamis Oriental
1968,2/3/2022,O,Misamis Oriental
1969,2/12/2022,O,Bulacan
1970,2/12/2022,O,Bulacan
1971,2/12/2022,O,Bulacan
1972,2/12/2022,O,Bulacan
1973,2/5/2022,O,Cebu
1974,2/5/2022,O,Cebu
1975,2/5/2022,O,Cebu
1976,2/10/2022,O,Leyte
1977,2/10/2022,O,Leyte
1978,2/13/2022,O,Abra
1979,2/13/2022,O,Abra
1980,2/9/2022,O,Davao Del Sur
1981,2/9/2022,O,Davao Del Sur
1982,2/9/2022,O,Cavite
1983,2/7/2022,O,Catanduanes
1984,2/13/2022,O,Cavite
1985,2/13/2022,O,Cavite
1986,2/3/2022,O,Basilan
1987,2/12/2022,O,Batangas
1988,2/15/2022,O,Metro Manila
1989,2/14/2022,O,Metro Manila
1990,2/15/2022,O,Metro Manila
1991,2/7/2022,O,Zamboanga Del Sur
1992,2/7/2022,O,Zamboanga Del Sur
1993,2/14/2022,O,Rizal
1994,2/14/2022,O,Rizal
1995,2/14/2022,O,Metro Manila
1996,2/10/2022,O,Bataan
1997,2/15/2022,O,Pangasinan
1998,2/15/2022,O,Pangasinan
1999,2/11/2022,O,Lanao Del Norte
2000,2/15/2022,O,Batangas
2001,2/12/2022,O,Metro Manila
2002,2/12/2022,O,Metro Manila
2003,2/8/2022,O,Marinduque
2004,2/8/2022,O,Marinduque
2005,2/16/2022,O,Pangasinan
2006,2/16/2022,O,Metro Manila
2007,2/16/2022,O,Metro Manila
2008,2/9/2022,O,South Cotabato
2009,2/17/2022,O,Metro Manila
2010,2/15/2022,O,Cavite
2011,2/15/2022,O,Cavite
2012,2/15/2022,O,Cavite
2013,2/16/2022,O,Bulacan
2014,2/16/2022,O,Bulacan
2015,2/12/2022,O,Leyte
2016,2/14/2022,O,Metro Manila
2017,2/15/2022,O,Metro Manila
2018,2/9/2022,O,Zambales
2019,2/13/2022,O,Metro Manila
2020,2/17/2022,O,Bulacan
2021,2/10/2022,O,Laguna
2022,2/17/2022,O,Cavite
2023,2/18/2022,O,Metro Manila
2024,2/15/2022,O,Pampanga
2025,2/15/2022,O,Pangasinan
2026,2/13/2022,O,Metro Manila
2027,2/17/2022,O,Metro Manila
2028,2/17/2022,O,Metro Manila
2029,2/13/2022,O,Bataan
2030,2/18/2022,O,Laguna
2031,2/18/2022,O,Laguna
2032,2/18/2022,O,Cavite
2033,2/16/2022,O,Metro Manila
2034,2/14/2022,O,Metro Manila
2035,2/15/2022,O,Rizal
2036,2/20/2022,O,Bulacan
2037,2/19/2022,O,Nueva Ecija
2038,2/19/2022,O,Metro Manila
2039,2/20/2022,O,Metro Manila
2040,2/20/2022,O,Rizal
2041,2/20/2022,O,Rizal
2042,2/11/2022,O,Davao Del Norte
2043,2/11/2022,O,Davao Del Norte
2044,2/18/2022,O,Metro Manila
2045,2/14/2022,O,Isabela
2046,2/14/2022,O,Isabela
2047,2/20/2022,O,Ilocos Norte
2048,2/20/2022,O,Aurora
2049,2/17/2022,O,Bulacan
2050,2/17/2022,O,Leyte
2051,2/16/2022,O,Metro Manila
2052,2/20/2022,O,Metro Manila
2053,2/21/2022,O,Bulacan
2054,2/20/2022,O,Bulacan
2055,2/20/2022,O,Camarines Sur
2056,2/19/2022,O,Ilocos Norte
2057,2/19/2022,O,Ilocos Norte
2058,2/21/2022,O,Bulacan
2059,2/18/2022,O,Laguna
2060,2/22/2022,O,Metro Manila
2061,2/24/2022,O,Metro Manila
2062,2/23/2022,O,Cavite
2063,2/21/2022,O,Metro Manila
2064,2/24/2022,O,Bulacan
2065,2/16/2022,O,Leyte
2066,2/16/2022,O,Davao Del Sur
2067,2/24/2022,O,Rizal
2068,2/21/2022,O,Masbate
2069,2/21/2022,O,Masbate
2070,2/23/2022,O,Metro Manila
2071,2/16/2022,O,Cebu
2072,2/16/2022,O,Cebu
2073,2/16/2022,O,Laguna
2074,2/24/2022,O,Pampanga
2075,2/24/2022,O,Aurora
2076,2/23/2022,O,Nueva Ecija
2077,2/22/2022,O,Quezon
2078,2/15/2022,O,Davao Del Sur
2079,2/21/2022,O,Metro Manila
2080,2/21/2022,O,Metro Manila
2081,2/26/2022,O,Metro Manila
2082,2/26/2022,O,Metro Manila
2083,2/21/2022,O,Negros Occidental
2084,2/27/2022,O,Tarlac
2085,2/26/2022,O,Cavite
2086,2/26/2022,O,Cavite
2087,2/26/2022,O,Cavite
2088,2/26/2022,O,Bulacan
2089,2/24/2022,O,Metro Manila
2090,2/21/2022,O,Cavite
2091,2/22/2022,O,Cavite
2092,2/17/2022,O,Cebu
2093,2/28/2022,O,Cagayan
2094,2/28/2022,O,Metro Manila
2095,2/28/2022,O,Metro Manila
2096,2/24/2022,O,Cavite
2097,2/28/2022,O,Metro Manila
2098,2/20/2022,O,Negros Occidental
2099,2/28/2022,O,Nueva Ecija
2100,2/24/2022,O,Pangasinan
2101,2/20/2022,O,Cebu
2102,2/27/2022,O,Metro Manila
2103,2/15/2022,O,Palawan
2104,2/24/2022,O,Metro Manila
2105,2/26/2022,O,Rizal
2106,2/28/2022,O,Metro Manila
2107,2/23/2022,O,Camarines Norte
2108,2/28/2022,O,Bulacan
2109,2/22/2022,O,Bohol
2110,2/28/2022,O,Benguet
2111,2/23/2022,O,Metro Manila
2112,2/23/2022,O,Metro Manila
2113,2/24/2022,O,Metro Manila
2114,2/25/2022,O,Misamis Oriental
2115,2/28/2022,O,Bulacan
2116,2/28/2022,O,Bulacan
2117,2/27/2022,O,Laguna
2118,2/24/2022,O,Basilan
2119,2/27/2022,O,Batangas
2120,2/27/2022,O,Batangas
2121,2/26/2022,O,Batangas
2122,2/21/2022,O,Agusan Del Norte
2123,2/21/2022,O,Agusan Del Norte
2124,2/28/2022,O,Bataan
2125,2/27/2022,O,Zamboanga Sibugay
2126,2/24/2022,O,Cebu
2127,2/28/2022,O,Metro Manila
2128,2/28/2022,O,Metro Manila
2129,2/27/2022,O,Basilan
2130,2/27/2022,O,Davao Del Sur
2131,2/27/2022,O,Davao Del Sur
2132,3/1/2022,O,Metro Manila
2133,3/3/2022,O,Pampanga
2134,3/1/2022,O,Pampanga
2135,3/1/2022,O,Batangas
2136,3/1/2022,O,Batangas
2137,3/3/2022,O,Cavite
2138,3/2/2022,O,Metro Manila
2139,3/4/2022,O,Bulacan
2140,3/4/2022,O,Rizal
2141,3/3/2022,O,Metro Manila
2142,3/3/2022,O,Rizal
2143,3/4/2022,O,Metro Manila
2144,3/4/2022,O,Metro Manila
2145,3/3/2022,O,Isabela
2146,3/3/2022,O,Isabela
2147,3/3/2022,O,Metro Manila
2148,3/3/2022,O,Metro Manila
2149,3/3/2022,O,Metro Manila
2150,3/2/2022,O,Batangas
2151,3/3/2022,O,Quezon
2152,3/2/2022,O,Isabela
2153,3/2/2022,O,Isabela
2154,3/2/2022,O,Isabela
2155,3/3/2022,O,Isabela
2156,3/4/2022,O,Rizal
2157,3/3/2022,O,Bulacan
2158,3/4/2022,O,Quezon
2159,3/4/2022,O,Quezon
2160,3/5/2022,O,Pangasinan
2161,3/5/2022,O,Pangasinan
2162,3/3/2022,O,Pampanga
2163,3/3/2022,O,Cavite
2164,3/1/2022,O,Bulacan
2165,3/3/2022,O,Agusan Del Sur
2166,3/4/2022,O,Batangas
2167,3/1/2022,O,Nueva Ecija
2168,3/1/2022,O,Metro Manila
2169,3/7/2022,O,Pampanga
2170,3/2/2022,O,Cebu
2171,3/2/2022,O,Bulacan
2172,3/2/2022,O,Bulacan
2173,3/2/2022,O,Bulacan
2174,3/5/2022,O,Pampanga
2175,3/3/2022,O,Zamboanga Sibugay
2176,3/3/2022,O,Cebu
2177,3/7/2022,O,Batangas
2178,3/7/2022,O,Batangas
2179,3/7/2022,O,Batangas
2180,3/9/2022,O,Metro Manila
2181,3/7/2022,O,Cavite
2182,3/3/2022,O,Metro Manila
2183,3/9/2022,O,Metro Manila
2184,3/2/2022,O,Laguna
2185,3/2/2022,O,Laguna
2186,3/3/2022,O,Metro Manila
2187,3/3/2022,O,Metro Manila
2188,3/7/2022,O,Aurora
2189,3/11/2022,O,Cavite
2190,3/8/2022,O,Bulacan
2191,3/8/2022,O,Bulacan
2192,3/8/2022,O,Metro Manila
2193,3/1/2022,O,Misamis Occidental
2194,3/1/2022,O,Misamis Occidental
2195,3/3/2022,O,Cavite
2196,3/3/2022,O,Cavite
2197,3/3/2022,O,Oriental Mindoro
2198,3/9/2022,O,Occidental Mindoro
2199,3/1/2022,O,Leyte
2200,3/4/2022,O,Misamis Occidental
2201,3/8/2022,O,Rizal
2202,3/8/2022,O,Rizal
2203,3/6/2022,O,Leyte
2204,3/11/2022,O,Pampanga
2205,3/10/2022,O,Metro Manila
2206,3/7/2022,O,Cavite
2207,3/7/2022,O,Cavite
2208,3/8/2022,O,Metro Manila
2209,3/10/2022,O,Bulacan
2210,3/10/2022,O,Bulacan
2211,3/10/2022,O,Nueva Vizcaya
2212,3/8/2022,O,Metro Manila
2213,3/10/2022,O,Camarines Sur
2214,3/13/2022,O,Bulacan
2215,3/9/2022,O,Misamis Oriental
2216,3/9/2022,O,Misamis Oriental
2217,3/9/2022,O,Misamis Oriental
2218,3/9/2022,O,Misamis Oriental
2219,3/13/2022,O,Metro Manila
2220,3/10/2022,O,Rizal
2221,3/6/2022,O,Metro Manila
2222,3/11/2022,O,Quezon
2223,3/8/2022,O,Quezon
2224,3/8/2022,O,Agusan Del Norte
2225,3/8/2022,O,Iloilo
2226,3/8/2022,O,Iloilo
2227,3/7/2022,O,Iloilo
2228,3/15/2022,O,Metro Manila
2229,3/13/2022,O,Camarines Norte
2230,3/13/2022,O,Camarines Norte
2231,3/9/2022,O,Laguna
2232,3/3/2022,O,Zamboanga Del Sur
2233,3/3/2022,O,Zamboanga Del Sur
2234,3/3/2022,O,Zamboanga Del Sur
2235,3/3/2022,O,Zamboanga Del Sur
2236,3/12/2022,O,Ilocos Sur
2237,3/14/2022,O,Cavite
2238,3/14/2022,O,Cavite
2239,3/15/2022,O,Bulacan
2240,3/15/2022,O,Bulacan
2241,3/14/2022,O,Pampanga
2242,3/14/2022,O,Pampanga
2243,3/14/2022,O,Pampanga
2244,3/14/2022,O,Pangasinan
2245,3/9/2022,O,Compostela Valley
2246,3/13/2022,O,Metro Manila
2247,3/15/2022,O,Metro Manila
2248,3/10/2022,O,Metro Manila
2249,3/10/2022,O,Ilocos Norte
2250,3/15/2022,O,Bulacan
2251,3/12/2022,O,Capiz
2252,3/15/2022,O,Laguna
2253,3/16/2022,O,Bulacan
2254,3/13/2022,O,Leyte
